# BUSCO version is: 3.1.0 
# The lineage dataset is: mollusca_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 5295)
# To reproduce this run: python /programs/busco-3.1.0/scripts/run_BUSCO.py -i ./Similis_Trinity.fasta -o trinityBUSCO_Similis -l ./mollusca_odb10/ -m transcriptome -c 22
#
# Busco id	Status	Sequence	Score	Length
10640at6447	Duplicated	TRINITY_DN49407_c0_g2_i2	213.8	153
10643at6447	Complete	TRINITY_DN5511_c0_g3_i1	187.9	146
10646at6447	Duplicated	TRINITY_DN13096_c0_g1_i1	249.5	275
10646at6447	Duplicated	TRINITY_DN13096_c0_g1_i2	246.5	269
10647at6447	Duplicated	TRINITY_DN3669_c0_g2_i1	302.0	421
10647at6447	Duplicated	TRINITY_DN3669_c0_g2_i7	302.0	421
10647at6447	Duplicated	TRINITY_DN3669_c0_g2_i8	302.0	421
1064at6447	Missing
10654at6447	Duplicated	TRINITY_DN5791_c1_g1_i1	228.1	237
10654at6447	Duplicated	TRINITY_DN5791_c1_g1_i3	228.1	237
10657at6447	Duplicated	TRINITY_DN42977_c0_g1_i1	307.3	973
10657at6447	Duplicated	TRINITY_DN42977_c0_g1_i2	307.2	970
10658at6447	Missing
1065at6447	Duplicated	TRINITY_DN4989_c1_g1_i4	1097.3	932
1065at6447	Duplicated	TRINITY_DN4989_c1_g1_i5	1097.3	931
10660at6447	Duplicated	TRINITY_DN1577_c0_g1_i1	177.9	88
10660at6447	Duplicated	TRINITY_DN1577_c0_g1_i2	177.9	88
10662at6447	Duplicated	TRINITY_DN1377_c0_g1_i1	124.3	107
10662at6447	Duplicated	TRINITY_DN1377_c0_g1_i2	124.0	87
10665at6447	Missing
10666at6447	Duplicated	TRINITY_DN1788_c0_g1_i1	220.0	181
10666at6447	Duplicated	TRINITY_DN1788_c0_g1_i2	220.1	181
10667at6447	Duplicated	TRINITY_DN8498_c1_g1_i11	202.0	188
10667at6447	Duplicated	TRINITY_DN8498_c1_g1_i5	202.1	188
10667at6447	Duplicated	TRINITY_DN8498_c1_g1_i9	202.1	188
10669at6447	Duplicated	TRINITY_DN6906_c0_g1_i4	255.1	122
10669at6447	Duplicated	TRINITY_DN6906_c0_g1_i5	255.1	122
10669at6447	Duplicated	TRINITY_DN6906_c0_g1_i6	255.1	122
10671at6447	Missing
10676at6447	Duplicated	TRINITY_DN8635_c0_g1_i1	276.8	1245
10676at6447	Duplicated	TRINITY_DN8635_c0_g1_i2	277.1	1248
10676at6447	Duplicated	TRINITY_DN8635_c0_g1_i3	278.0	1249
10677at6447	Complete	TRINITY_DN530_c0_g2_i1	188.6	92
10678at6447	Duplicated	TRINITY_DN928_c0_g2_i1	152.9	91
10678at6447	Duplicated	TRINITY_DN928_c0_g2_i2	152.8	91
10679at6447	Complete	TRINITY_DN2126_c0_g2_i1	170.5	103
1067at6447	Duplicated	TRINITY_DN4103_c0_g2_i1	359.8	839
1067at6447	Duplicated	TRINITY_DN4103_c0_g2_i2	355.5	831
1067at6447	Duplicated	TRINITY_DN4103_c0_g2_i5	414.4	875
10682at6447	Duplicated	TRINITY_DN2262_c0_g1_i1	179.7	119
10682at6447	Duplicated	TRINITY_DN2262_c0_g1_i2	179.7	119
10682at6447	Duplicated	TRINITY_DN2262_c0_g1_i4	182.4	124
10683at6447	Complete	TRINITY_DN14224_c1_g1_i1	167.7	116
10685at6447	Missing
10686at6447	Complete	TRINITY_DN9917_c0_g1_i1	171.8	141
10687at6447	Duplicated	TRINITY_DN713_c0_g1_i1	167.3	137
10687at6447	Duplicated	TRINITY_DN713_c0_g1_i2	164.9	137
10688at6447	Complete	TRINITY_DN18010_c0_g2_i1	144.2	145
10689at6447	Duplicated	TRINITY_DN18778_c0_g1_i3	141.8	109
10689at6447	Duplicated	TRINITY_DN18778_c0_g1_i4	141.6	109
10693at6447	Duplicated	TRINITY_DN19162_c0_g1_i1	169.8	112
10693at6447	Duplicated	TRINITY_DN19162_c0_g1_i2	170.0	112
10694at6447	Complete	TRINITY_DN3142_c0_g1_i2	134.3	117
10701at6447	Complete	TRINITY_DN30676_c0_g1_i1	165.4	120
10702at6447	Missing
10709at6447	Complete	TRINITY_DN17002_c0_g1_i2	251.8	322
10710at6447	Complete	TRINITY_DN8289_c2_g1_i1	229.5	178
10711at6447	Complete	TRINITY_DN23380_c0_g1_i1	317.9	428
10713at6447	Duplicated	TRINITY_DN6643_c0_g1_i3	205.9	179
10713at6447	Duplicated	TRINITY_DN6643_c0_g1_i5	205.7	179
10713at6447	Duplicated	TRINITY_DN6643_c0_g1_i6	205.0	177
10715at6447	Missing
10717at6447	Complete	TRINITY_DN20447_c0_g2_i1	248.2	272
10721at6447	Duplicated	TRINITY_DN28589_c0_g1_i1	259.2	208
10721at6447	Duplicated	TRINITY_DN28589_c0_g1_i2	270.8	216
10724at6447	Duplicated	TRINITY_DN20122_c0_g1_i3	218.6	281
10724at6447	Duplicated	TRINITY_DN20122_c0_g1_i4	218.6	281
10725at6447	Missing
1072at6447	Duplicated	TRINITY_DN7882_c0_g1_i2	1172.8	688
1072at6447	Duplicated	TRINITY_DN7882_c0_g1_i7	1182.0	676
10730at6447	Missing
10731at6447	Complete	TRINITY_DN5117_c0_g1_i1	134.4	128
10736at6447	Complete	TRINITY_DN15172_c0_g1_i1	138.4	130
10737at6447	Complete	TRINITY_DN34739_c0_g3_i1	158.1	130
10738at6447	Missing
10741at6447	Missing
10743at6447	Missing
10746at6447	Complete	TRINITY_DN4737_c0_g1_i2	159.5	109
10747at6447	Complete	TRINITY_DN28877_c0_g2_i1	131.1	101
10748at6447	Missing
10749at6447	Missing
1074at6447	Missing
10753at6447	Missing
10757at6447	Duplicated	TRINITY_DN6718_c1_g1_i5	170.2	117
10757at6447	Duplicated	TRINITY_DN6718_c1_g1_i7	169.8	117
10759at6447	Missing
10762at6447	Complete	TRINITY_DN20073_c1_g1_i1	447.5	381
10763at6447	Missing
10769at6447	Missing
1076at6447	Complete	TRINITY_DN3904_c0_g1_i9	1409.4	959
10773at6447	Missing
10774at6447	Complete	TRINITY_DN1300_c0_g1_i1	142.4	70
10776at6447	Missing
1077at6447	Duplicated	TRINITY_DN182_c0_g1_i10	1181.4	771
1077at6447	Duplicated	TRINITY_DN182_c0_g1_i4	1192.0	739
1077at6447	Duplicated	TRINITY_DN182_c0_g1_i5	1181.5	782
10780at6447	Missing
10784at6447	Missing
10789at6447	Complete	TRINITY_DN47883_c0_g1_i1	303.6	355
10792at6447	Complete	TRINITY_DN5701_c0_g1_i8	244.8	336
10793at6447	Duplicated	TRINITY_DN8786_c2_g2_i1	247.9	342
10793at6447	Duplicated	TRINITY_DN8786_c2_g2_i4	248.1	342
10793at6447	Duplicated	TRINITY_DN8786_c2_g2_i5	248.0	342
10797at6447	Duplicated	TRINITY_DN2811_c0_g1_i1	146.6	97
10797at6447	Duplicated	TRINITY_DN2811_c0_g1_i2	146.5	91
1079at6447	Missing
107at6447	Duplicated	TRINITY_DN5721_c1_g1_i6	2913.0	2212
107at6447	Duplicated	TRINITY_DN5721_c1_g1_i7	2861.4	2212
10801at6447	Complete	TRINITY_DN71891_c0_g1_i1	215.3	101
10802at6447	Complete	TRINITY_DN3031_c0_g1_i1	130.8	99
10809at6447	Complete	TRINITY_DN18282_c0_g1_i1	198.3	138
10812at6447	Missing
10814at6447	Missing
10815at6447	Complete	TRINITY_DN65320_c0_g1_i1	183.4	136
10816at6447	Missing
10828at6447	Complete	TRINITY_DN12010_c0_g1_i1	137.2	92
10831at6447	Duplicated	TRINITY_DN1724_c0_g1_i1	159.5	78
10831at6447	Duplicated	TRINITY_DN1724_c0_g1_i2	160.0	78
10832at6447	Complete	TRINITY_DN15920_c0_g2_i2	152.8	127
10833at6447	Complete	TRINITY_DN71798_c0_g1_i1	173.7	131
10836at6447	Complete	TRINITY_DN72073_c0_g1_i1	198.0	89
10838at6447	Complete	TRINITY_DN60903_c0_g1_i1	146.6	108
1083at6447	Duplicated	TRINITY_DN10782_c0_g1_i1	951.7	671
1083at6447	Duplicated	TRINITY_DN10782_c0_g1_i11	842.0	571
1083at6447	Duplicated	TRINITY_DN10782_c0_g1_i6	901.3	609
10842at6447	Complete	TRINITY_DN78084_c0_g1_i1	149.1	145
10844at6447	Missing
10847at6447	Missing
10852at6447	Duplicated	TRINITY_DN31846_c0_g2_i1	208.7	253
10852at6447	Duplicated	TRINITY_DN31846_c0_g2_i2	208.5	252
10853at6447	Missing
10856at6447	Missing
10857at6447	Missing
10858at6447	Missing
10859at6447	Missing
1085at6447	Complete	TRINITY_DN5164_c1_g3_i1	1081.2	973
10860at6447	Complete	TRINITY_DN12868_c1_g1_i1	225.0	296
10862at6447	Missing
10865at6447	Duplicated	TRINITY_DN18404_c0_g1_i4	124.6	134
10865at6447	Duplicated	TRINITY_DN6106_c4_g2_i1	124.7	137
10865at6447	Duplicated	TRINITY_DN6106_c4_g2_i4	129.7	137
1086at6447	Duplicated	TRINITY_DN781_c0_g1_i1	975.3	567
1086at6447	Duplicated	TRINITY_DN781_c0_g1_i4	975.4	567
10870at6447	Missing
10871at6447	Duplicated	TRINITY_DN3139_c0_g1_i1	162.1	266
10871at6447	Duplicated	TRINITY_DN3139_c0_g1_i2	162.0	266
10873at6447	Duplicated	TRINITY_DN444_c0_g1_i12	209.1	315
10873at6447	Duplicated	TRINITY_DN444_c0_g1_i7	211.2	308
10873at6447	Duplicated	TRINITY_DN444_c0_g1_i8	211.2	308
10880at6447	Duplicated	TRINITY_DN4855_c0_g1_i2	147.3	115
10880at6447	Duplicated	TRINITY_DN4855_c0_g1_i4	143.1	115
10880at6447	Duplicated	TRINITY_DN4855_c0_g1_i5	143.2	115
10883at6447	Complete	TRINITY_DN35277_c0_g1_i1	154.3	93
10885at6447	Missing
10889at6447	Complete	TRINITY_DN3011_c0_g2_i1	167.2	111
1088at6447	Complete	TRINITY_DN2207_c0_g2_i3	1138.8	674
10890at6447	Missing
10891at6447	Missing
10895at6447	Complete	TRINITY_DN26485_c0_g1_i1	115.8	121
10898at6447	Complete	TRINITY_DN60198_c0_g1_i1	164.2	159
10899at6447	Fragmented	TRINITY_DN42188_c0_g3_i1	138.0	91
10904at6447	Missing
10909at6447	Missing
1090at6447	Fragmented	TRINITY_DN2606_c2_g1_i1	649.1	577
10912at6447	Complete	TRINITY_DN3158_c0_g1_i5	150.2	91
10913at6447	Complete	TRINITY_DN26905_c1_g1_i2	190.2	121
10914at6447	Missing
10916at6447	Duplicated	TRINITY_DN2336_c0_g1_i1	130.3	113
10916at6447	Duplicated	TRINITY_DN2336_c0_g1_i2	130.3	113
10916at6447	Duplicated	TRINITY_DN2336_c0_g1_i3	123.3	141
10917at6447	Complete	TRINITY_DN13939_c0_g1_i1	138.5	99
10920at6447	Complete	TRINITY_DN41627_c0_g1_i3	156.8	144
10921at6447	Duplicated	TRINITY_DN35295_c0_g1_i1	179.2	143
10921at6447	Duplicated	TRINITY_DN35295_c0_g1_i2	175.5	164
10922at6447	Missing
10923at6447	Complete	TRINITY_DN890_c0_g1_i1	171.2	141
10924at6447	Duplicated	TRINITY_DN30344_c0_g1_i1	184.1	183
10924at6447	Duplicated	TRINITY_DN30344_c0_g1_i2	184.1	162
10927at6447	Complete	TRINITY_DN9584_c0_g1_i1	182.5	163
1092at6447	Duplicated	TRINITY_DN3027_c0_g1_i2	1122.9	539
1092at6447	Duplicated	TRINITY_DN3027_c0_g1_i3	1122.5	539
1092at6447	Duplicated	TRINITY_DN3027_c0_g1_i4	1122.6	539
10930at6447	Missing
10935at6447	Missing
10940at6447	Duplicated	TRINITY_DN4760_c1_g4_i1	184.2	325
10940at6447	Duplicated	TRINITY_DN4760_c1_g4_i2	173.5	333
10940at6447	Duplicated	TRINITY_DN4760_c1_g4_i3	173.5	333
10943at6447	Duplicated	TRINITY_DN2117_c1_g1_i1	158.8	92
10943at6447	Duplicated	TRINITY_DN2117_c1_g1_i2	158.7	92
10944at6447	Complete	TRINITY_DN167_c0_g1_i2	200.7	113
10945at6447	Complete	TRINITY_DN43324_c0_g2_i1	133.7	108
10946at6447	Duplicated	TRINITY_DN3985_c0_g1_i1	160.5	123
10946at6447	Duplicated	TRINITY_DN3985_c0_g1_i3	160.4	123
10949at6447	Complete	TRINITY_DN45035_c0_g1_i1	193.9	159
1094at6447	Missing
10951at6447	Duplicated	TRINITY_DN463_c0_g1_i5	222.7	187
10951at6447	Duplicated	TRINITY_DN463_c0_g1_i8	222.8	187
10954at6447	Complete	TRINITY_DN12226_c0_g1_i1	101.8	119
10955at6447	Complete	TRINITY_DN5761_c0_g1_i1	122.6	117
10959at6447	Missing
1095at6447	Duplicated	TRINITY_DN17207_c0_g1_i1	1137.9	622
1095at6447	Duplicated	TRINITY_DN17207_c0_g1_i2	1137.9	622
10961at6447	Complete	TRINITY_DN67672_c0_g1_i1	146.4	112
10963at6447	Missing
10964at6447	Complete	TRINITY_DN17146_c0_g1_i1	172.1	150
10965at6447	Duplicated	TRINITY_DN4217_c0_g1_i1	209.6	179
10965at6447	Duplicated	TRINITY_DN4217_c0_g1_i3	209.6	179
10966at6447	Complete	TRINITY_DN1752_c0_g2_i1	133.3	152
10967at6447	Complete	TRINITY_DN3313_c0_g1_i1	145.9	113
10972at6447	Missing
10977at6447	Duplicated	TRINITY_DN14996_c0_g2_i1	151.6	66
10977at6447	Duplicated	TRINITY_DN14996_c0_g2_i2	150.5	76
10978at6447	Complete	TRINITY_DN2743_c0_g1_i1	150.2	76
10993at6447	Complete	TRINITY_DN2552_c0_g1_i1	100.7	54
10995at6447	Duplicated	TRINITY_DN19145_c0_g1_i1	150.5	109
10995at6447	Duplicated	TRINITY_DN19145_c0_g1_i2	151.3	96
10996at6447	Complete	TRINITY_DN49361_c0_g1_i1	145.2	101
10997at6447	Complete	TRINITY_DN77528_c0_g1_i1	116.4	96
10998at6447	Complete	TRINITY_DN6619_c3_g1_i1	152.9	111
1099at6447	Duplicated	TRINITY_DN8102_c0_g1_i1	1236.1	671
1099at6447	Duplicated	TRINITY_DN8102_c0_g1_i3	1116.2	561
1099at6447	Duplicated	TRINITY_DN8102_c0_g1_i7	1116.2	561
10at6447	Fragmented	TRINITY_DN3068_c0_g1_i1	5097.7	2436
11001at6447	Missing
11004at6447	Missing
11006at6447	Duplicated	TRINITY_DN949_c0_g1_i1	131.1	124
11006at6447	Duplicated	TRINITY_DN949_c0_g1_i11	131.1	124
11006at6447	Duplicated	TRINITY_DN949_c0_g1_i3	131.3	124
11009at6447	Duplicated	TRINITY_DN18900_c0_g1_i1	200.4	142
11009at6447	Duplicated	TRINITY_DN18900_c0_g1_i2	200.4	142
11009at6447	Duplicated	TRINITY_DN18900_c0_g1_i3	200.4	142
11010at6447	Duplicated	TRINITY_DN4616_c0_g1_i1	190.6	134
11010at6447	Duplicated	TRINITY_DN4616_c0_g1_i2	190.6	134
11011at6447	Complete	TRINITY_DN4751_c0_g2_i1	360.1	504
11018at6447	Duplicated	TRINITY_DN10252_c0_g1_i1	270.5	396
11018at6447	Duplicated	TRINITY_DN10252_c0_g1_i2	270.9	399
11018at6447	Duplicated	TRINITY_DN10252_c0_g1_i4	279.2	393
1101at6447	Complete	TRINITY_DN5858_c0_g1_i1	1012.9	542
11021at6447	Missing
11022at6447	Missing
11025at6447	Missing
11027at6447	Duplicated	TRINITY_DN1470_c1_g2_i5	386.7	903
11027at6447	Duplicated	TRINITY_DN1470_c1_g2_i6	386.8	903
11027at6447	Duplicated	TRINITY_DN1470_c1_g2_i9	386.7	903
1102at6447	Duplicated	TRINITY_DN15259_c0_g1_i1	990.4	660
1102at6447	Duplicated	TRINITY_DN15259_c0_g1_i2	990.3	660
11030at6447	Duplicated	TRINITY_DN17510_c0_g1_i1	152.2	138
11030at6447	Duplicated	TRINITY_DN17510_c0_g1_i2	152.3	138
11030at6447	Duplicated	TRINITY_DN17510_c0_g1_i3	152.2	138
11032at6447	Duplicated	TRINITY_DN2235_c0_g2_i2	173.2	191
11032at6447	Duplicated	TRINITY_DN2235_c0_g2_i3	173.6	205
11033at6447	Missing
11034at6447	Complete	TRINITY_DN34245_c0_g1_i1	171.4	195
11036at6447	Missing
11039at6447	Missing
1103at6447	Duplicated	TRINITY_DN2510_c0_g2_i1	1027.8	697
1103at6447	Duplicated	TRINITY_DN2510_c0_g2_i3	1024.7	697
11044at6447	Complete	TRINITY_DN68858_c0_g1_i1	126.3	94
11045at6447	Duplicated	TRINITY_DN722_c0_g1_i1	153.2	92
11045at6447	Duplicated	TRINITY_DN722_c0_g1_i4	154.4	92
11045at6447	Duplicated	TRINITY_DN722_c0_g1_i6	153.2	92
11047at6447	Complete	TRINITY_DN52558_c0_g1_i1	121.2	84
11048at6447	Complete	TRINITY_DN18102_c0_g1_i2	157.9	107
11049at6447	Duplicated	TRINITY_DN13318_c0_g1_i1	140.2	116
11049at6447	Duplicated	TRINITY_DN13318_c0_g1_i2	140.1	116
1104at6447	Complete	TRINITY_DN38873_c0_g2_i1	1260.9	840
11052at6447	Duplicated	TRINITY_DN46813_c0_g1_i1	152.9	183
11052at6447	Duplicated	TRINITY_DN46813_c0_g1_i2	152.9	183
11054at6447	Duplicated	TRINITY_DN4272_c0_g1_i1	61.4	69
11054at6447	Duplicated	TRINITY_DN4272_c0_g1_i2	61.2	69
11055at6447	Complete	TRINITY_DN55180_c0_g1_i1	171.7	161
11058at6447	Missing
1105at6447	Missing
11060at6447	Missing
11063at6447	Duplicated	TRINITY_DN12061_c0_g1_i1	149.7	124
11063at6447	Duplicated	TRINITY_DN12061_c0_g1_i2	150.1	124
11063at6447	Duplicated	TRINITY_DN12061_c0_g1_i3	150.5	124
11064at6447	Complete	TRINITY_DN3217_c0_g1_i6	139.1	120
1106at6447	Complete	TRINITY_DN11775_c0_g1_i1	1204.3	683
11073at6447	Duplicated	TRINITY_DN7639_c0_g1_i1	287.3	497
11073at6447	Duplicated	TRINITY_DN7639_c0_g1_i2	287.1	497
11078at6447	Missing
11082at6447	Duplicated	TRINITY_DN4160_c0_g1_i1	158.5	151
11082at6447	Duplicated	TRINITY_DN4160_c0_g1_i3	158.9	151
11082at6447	Duplicated	TRINITY_DN4160_c0_g1_i4	159.6	152
11083at6447	Missing
11086at6447	Complete	TRINITY_DN3777_c0_g3_i2	146.1	110
11088at6447	Duplicated	TRINITY_DN2998_c0_g1_i3	167.5	212
11088at6447	Duplicated	TRINITY_DN2998_c0_g1_i4	167.4	212
11093at6447	Complete	TRINITY_DN18090_c0_g1_i1	156.4	184
11097at6447	Missing
1109at6447	Duplicated	TRINITY_DN12465_c0_g1_i2	1060.6	682
1109at6447	Duplicated	TRINITY_DN12465_c0_g1_i3	1097.4	731
1109at6447	Duplicated	TRINITY_DN12465_c0_g1_i4	1095.3	731
11101at6447	Complete	TRINITY_DN9473_c1_g1_i1	124.9	78
11102at6447	Duplicated	TRINITY_DN464_c0_g1_i1	225.8	171
11102at6447	Duplicated	TRINITY_DN464_c0_g2_i10	224.0	165
11102at6447	Duplicated	TRINITY_DN464_c0_g2_i11	223.9	165
11103at6447	Missing
11104at6447	Duplicated	TRINITY_DN482_c0_g1_i1	173.3	82
11104at6447	Duplicated	TRINITY_DN482_c0_g1_i4	173.5	82
11107at6447	Missing
1110at6447	Duplicated	TRINITY_DN3797_c0_g1_i18	1692.9	1145
1110at6447	Duplicated	TRINITY_DN3797_c0_g1_i19	1692.9	1139
1110at6447	Duplicated	TRINITY_DN3797_c0_g1_i22	1692.9	1145
11111at6447	Complete	TRINITY_DN1356_c0_g1_i1	170.4	103
11112at6447	Complete	TRINITY_DN37046_c0_g1_i1	138.6	97
11119at6447	Duplicated	TRINITY_DN22042_c0_g1_i1	188.5	168
11119at6447	Duplicated	TRINITY_DN22042_c0_g1_i3	189.2	168
1111at6447	Duplicated	TRINITY_DN5222_c0_g1_i3	1240.1	1108
1111at6447	Duplicated	TRINITY_DN5222_c0_g1_i6	1239.7	1108
1111at6447	Duplicated	TRINITY_DN5222_c0_g1_i7	1240.1	1108
11125at6447	Duplicated	TRINITY_DN2343_c0_g1_i2	198.1	127
11125at6447	Duplicated	TRINITY_DN2343_c0_g1_i3	197.0	127
11127at6447	Missing
11128at6447	Duplicated	TRINITY_DN225_c0_g1_i1	133.3	138
11128at6447	Duplicated	TRINITY_DN225_c0_g1_i2	133.2	138
11129at6447	Missing
11130at6447	Complete	TRINITY_DN30892_c0_g1_i1	136.7	170
1113at6447	Missing
11140at6447	Complete	TRINITY_DN23253_c0_g1_i1	121.1	74
11141at6447	Duplicated	TRINITY_DN3895_c0_g1_i3	138.7	95
11141at6447	Duplicated	TRINITY_DN3895_c0_g1_i4	138.8	95
11143at6447	Duplicated	TRINITY_DN7093_c0_g1_i1	163.7	124
11143at6447	Duplicated	TRINITY_DN7093_c0_g1_i2	163.0	124
11145at6447	Missing
11146at6447	Missing
11147at6447	Complete	TRINITY_DN1471_c0_g1_i1	140.9	156
11148at6447	Complete	TRINITY_DN15795_c0_g2_i1	155.9	152
11150at6447	Missing
11153at6447	Complete	TRINITY_DN27336_c0_g1_i1	119.1	101
11154at6447	Duplicated	TRINITY_DN5398_c0_g1_i3	104.4	79
11154at6447	Duplicated	TRINITY_DN5398_c0_g1_i4	104.4	79
11154at6447	Duplicated	TRINITY_DN5398_c0_g1_i5	104.0	79
11157at6447	Missing
11158at6447	Complete	TRINITY_DN19229_c2_g1_i1	171.0	138
1115at6447	Duplicated	TRINITY_DN10010_c0_g1_i3	1062.7	629
1115at6447	Duplicated	TRINITY_DN10010_c0_g1_i6	1206.3	683
11164at6447	Duplicated	TRINITY_DN11405_c0_g1_i1	151.9	127
11164at6447	Duplicated	TRINITY_DN11405_c0_g1_i2	150.1	127
11166at6447	Complete	TRINITY_DN7112_c0_g1_i1	199.0	224
11167at6447	Missing
1116at6447	Duplicated	TRINITY_DN11148_c0_g1_i3	1023.7	624
1116at6447	Duplicated	TRINITY_DN11148_c0_g1_i6	1023.7	624
11171at6447	Duplicated	TRINITY_DN9338_c0_g1_i1	281.8	638
11171at6447	Duplicated	TRINITY_DN9338_c0_g1_i3	281.5	692
11179at6447	Missing
11187at6447	Duplicated	TRINITY_DN784_c0_g1_i4	94.4	64
11187at6447	Duplicated	TRINITY_DN784_c0_g1_i5	93.6	64
11187at6447	Duplicated	TRINITY_DN784_c0_g1_i8	94.1	64
11188at6447	Complete	TRINITY_DN1441_c0_g1_i1	158.9	80
11190at6447	Duplicated	TRINITY_DN20428_c0_g1_i1	187.4	531
11190at6447	Duplicated	TRINITY_DN20428_c0_g1_i2	187.4	531
11190at6447	Duplicated	TRINITY_DN20428_c0_g1_i3	187.9	544
11194at6447	Duplicated	TRINITY_DN16602_c0_g1_i2	163.9	149
11194at6447	Duplicated	TRINITY_DN16602_c0_g1_i4	172.8	149
11195at6447	Missing
11196at6447	Duplicated	TRINITY_DN15407_c0_g1_i24	195.4	189
11196at6447	Duplicated	TRINITY_DN15407_c0_g1_i26	185.7	189
11196at6447	Duplicated	TRINITY_DN15407_c0_g1_i6	195.4	189
11198at6447	Complete	TRINITY_DN24091_c0_g1_i1	166.6	103
11202at6447	Missing
11206at6447	Complete	TRINITY_DN926_c0_g1_i4	137.9	217
11209at6447	Duplicated	TRINITY_DN12458_c0_g2_i3	109.0	321
11209at6447	Duplicated	TRINITY_DN12458_c0_g2_i4	109.1	321
11209at6447	Duplicated	TRINITY_DN12458_c0_g2_i6	109.1	321
1120at6447	Duplicated	TRINITY_DN8426_c0_g1_i1	1016.5	616
1120at6447	Duplicated	TRINITY_DN8426_c0_g1_i2	1136.4	681
1120at6447	Duplicated	TRINITY_DN8426_c0_g1_i3	1016.8	615
11212at6447	Duplicated	TRINITY_DN27806_c0_g1_i10	174.5	133
11212at6447	Duplicated	TRINITY_DN27806_c0_g1_i2	172.4	133
11212at6447	Duplicated	TRINITY_DN27806_c0_g1_i5	172.2	133
11214at6447	Missing
11215at6447	Missing
11218at6447	Complete	TRINITY_DN3692_c0_g1_i1	256.8	319
11219at6447	Complete	TRINITY_DN2661_c0_g1_i1	333.4	929
11220at6447	Complete	TRINITY_DN10_c0_g1_i5	153.9	63
11224at6447	Duplicated	TRINITY_DN33557_c0_g1_i1	101.8	95
11224at6447	Duplicated	TRINITY_DN33557_c0_g1_i2	101.6	95
11225at6447	Complete	TRINITY_DN77692_c0_g1_i1	113.7	119
11226at6447	Fragmented	TRINITY_DN37574_c0_g3_i1	141.1	109
11230at6447	Missing
11233at6447	Missing
11238at6447	Complete	TRINITY_DN14_c0_g1_i1	144.4	109
11240at6447	Complete	TRINITY_DN22612_c0_g1_i1	113.0	105
11243at6447	Missing
11248at6447	Complete	TRINITY_DN62683_c0_g1_i2	144.4	101
11249at6447	Duplicated	TRINITY_DN29959_c0_g1_i1	130.4	75
11249at6447	Duplicated	TRINITY_DN29959_c0_g1_i2	130.4	75
11251at6447	Complete	TRINITY_DN8354_c1_g1_i1	154.0	81
11254at6447	Missing
1125at6447	Missing
11262at6447	Complete	TRINITY_DN3691_c1_g1_i1	145.0	177
11265at6447	Duplicated	TRINITY_DN2978_c0_g1_i1	340.6	372
11265at6447	Duplicated	TRINITY_DN2978_c0_g1_i2	317.0	372
11269at6447	Missing
1126at6447	Duplicated	TRINITY_DN2596_c1_g1_i1	902.0	509
1126at6447	Duplicated	TRINITY_DN2596_c1_g1_i2	902.0	509
1126at6447	Duplicated	TRINITY_DN2596_c1_g1_i3	902.0	509
11274at6447	Complete	TRINITY_DN12270_c1_g1_i1	225.4	222
11276at6447	Duplicated	TRINITY_DN15627_c0_g1_i3	130.1	633
11276at6447	Duplicated	TRINITY_DN15627_c0_g1_i5	130.4	630
11277at6447	Missing
11278at6447	Complete	TRINITY_DN8764_c0_g2_i3	409.2	738
11279at6447	Duplicated	TRINITY_DN11207_c0_g1_i1	272.4	1294
11279at6447	Duplicated	TRINITY_DN11207_c0_g1_i2	273.2	247
11279at6447	Duplicated	TRINITY_DN11207_c0_g1_i3	272.2	860
1127at6447	Missing
11280at6447	Duplicated	TRINITY_DN16034_c0_g2_i6	98.7	71
11280at6447	Duplicated	TRINITY_DN16034_c0_g2_i9	98.1	71
11281at6447	Complete	TRINITY_DN5567_c0_g1_i1	122.7	90
11284at6447	Duplicated	TRINITY_DN1007_c0_g1_i1	154.7	147
11284at6447	Duplicated	TRINITY_DN1007_c0_g1_i3	154.7	147
11284at6447	Duplicated	TRINITY_DN1007_c0_g1_i5	154.7	147
11289at6447	Complete	TRINITY_DN6900_c1_g1_i1	88.9	160
11292at6447	Duplicated	TRINITY_DN4549_c0_g1_i4	219.6	212
11292at6447	Duplicated	TRINITY_DN4549_c0_g1_i8	218.8	212
11292at6447	Duplicated	TRINITY_DN4549_c0_g1_i9	218.8	213
11298at6447	Complete	TRINITY_DN6581_c1_g1_i2	171.9	131
112at6447	Duplicated	TRINITY_DN1369_c0_g1_i1	3272.0	2676
112at6447	Duplicated	TRINITY_DN1369_c0_g1_i2	3272.0	2676
112at6447	Duplicated	TRINITY_DN1369_c0_g1_i3	3272.0	2702
11301at6447	Complete	TRINITY_DN62937_c0_g1_i1	192.9	184
11303at6447	Missing
11304at6447	Duplicated	TRINITY_DN516_c0_g1_i1	150.9	160
11304at6447	Duplicated	TRINITY_DN516_c0_g1_i2	151.0	160
11307at6447	Fragmented	TRINITY_DN4579_c1_g1_i1	349.4	393
11308at6447	Complete	TRINITY_DN8648_c0_g2_i1	255.8	304
1130at6447	Duplicated	TRINITY_DN226_c1_g1_i11	1384.0	927
1130at6447	Duplicated	TRINITY_DN226_c1_g1_i12	1375.9	976
1130at6447	Duplicated	TRINITY_DN226_c1_g1_i7	1394.1	895
11310at6447	Complete	TRINITY_DN19422_c0_g1_i1	123.5	137
